Card Name
Rabid Elephant
Refresh
Rites of Spring
Seton Krosan Protector
Seton's Desire
Simplify
Skyshooter
Spellbane Centaur
Springing Tiger
Still Life
Terravore
Twigwalker
Verdant Succession
Vivify
Woodland Druid
Zoologist
Atogatog
Lithatog
Mystic Enforcer
Phantatog
Sarcatog
Thaumatog
Catalyst Stone
Charmed Pendant
Darkwater Egg
Junk Golem
Limestone Golem
Millikin
Mossfire Egg
Otarian Juggernaut
Patchwork Gnomes
Sandstone Deadfall
Shadowblood Egg
Skycloud Egg
Steamclaw
Sungrass Egg
Abandoned Outpost
Bog Wreckage
Cabal Pit
Crystal Quarry
Deserted Temple
Mossfire Valley
Nomad Stadium
Petrified Field
Ravaged Highlands
Seafloor Debris
Sungrass Prairie
Tarnished Citadel
Timberland Ruins
Because I Have Willed It
Behold My Grandeur
Bow to My Command
Choose Your Demise
Delight in the Hunt
Every Dream a Nightmare
For Each of You a Gift
Know Evil
Make Yourself Useful
The Mighty Will Fall
My Forces Are Innumerable
My Laughter Echoes
No One Will Hear Your Cries
Pay Tribute to Me
Power Without Equal
A Reckoning Approaches
There Is No Refuge
This World Belongs to Me
What's Yours Is Now Mine
When Will You Learn?
Kozilek's Pathfinder
Walker of the Wastes
Warden of Geometries
Warping Wail
Affa Protector
Allied Reinforcements
Dazzling Reflection
Expedition Raptor
Iona's Blessing
Isolation Zone
Kor Scythemaster
Kor Sky Climber
Make a Stand
Makindi Aeronaut
Mighty Leap
Ondu War Cleric
Searing Light
Shoulder to Shoulder
Spawnbinder Mage
Steppe Glider
Stoneforge Acolyte
Wall of Resurgence
Abstruse Interference
Blinding Drone
Cultivator Drone
Gravity Negator
Prophet of Distortion
Slip Through Space
Thought Harvester
Void Shatter
Ancient Crab
Comparative Analysis
Containment Membrane
Cyclone Sire
Gift of Tusks
Grip of the Roil
Jwar Isle Avenger
Roiling Waters
Sweep Away
Umara Entangler
Unity of Purpose
Essence Depleter
Havoc Sower
Kozilek's Shrieker
Kozilek's Translator
Oblivion Strike
Reaver Drone
Sky Scourer
Slaughter Drone
Unnatural Endurance
Visions of Brutality
Witness the End
Grasp of Darkness
Malakir Soothsayer
Null Caller
Tar Snare
Vampire Envoy
Zulaport Chainmage
Consuming Sinkhole
Eldrazi Aggressor
Immobilizer Eldrazi
Maw of Kozilek
Reality Hemorrhage
Akoum Flameseeker
Boulder Salvo
Brute Strength
Cinder Hellion
Devour in Flames
Embodiment of Fury
Expedite
Goblin Freerunner
Press into Service
Pyromancer's Assault
Reckless Bushwhacker
Tears of Valakut
Zada's Commando
Birthing Hulk
Ruin in Their Wake
Scion Summoner
Stalking Drone
Baloth Pup
Bonds of Mortality
Canopy Gorger
Elemental Uprising
Embodiment of Insight
Harvester Troll
Lead by Example
Loam Larva
Natural State
Nissa's Judgment
Pulse of Murasa
Saddleback Lagac
Seed Guardian
Tajuru Pathwarden
Vines of the Recluse
Flayer Drone
Mindmelter
Void Grafter
Baloth Null
Cliffhaven Vampire
Joraga Auxiliary
Reflector Mage
Relentless Hunter
Stormchaser Mage
Bone Saw
Chitinous Cloak
Hedron Crawler
Seer's Lantern
Unknown Shores
Wastes
Academy at Tolaria West
The Aether Flues
Agyrem
Bant
Cliffside Market
The Dark Barony
Eloren Wilds
The Eon Fog
Feeding Grounds
Fields of Summer
The Fourth Sphere
Glimmervoid Basin
Goldmeadow
The Great Forest
Grixis
The Hippodrome
Immersturm
Isle of Vesuva
Izzet Steam Maze
Krosa
Lethe Lake
Llanowar
The Maelstrom
Minamo
Murasa
Naar Isle
Naya
Otaria
Panopticon
Pools of Becoming
Raven's Run
Sanctum of Serra
Sea of Sand
Shiv
Skybreen
Sokenzan
Stronghold Furnace
Turri Island
Undercity Reaches
Velis Vel
Guardian Beast
Blacker Lotus
Mirror Mirror
Squirrel Farm
Infernal Spawn of Evil
Cadaverous Bloom
Natural Balance
Meditate
City of Traitors
Wilhelt the Rotcleaver
Ixhel Scion of Atraxa
Neyali Suns' Vanguard
Otharri Suns' Glory
Vishgraz the Doomhive
Clever Concealment
Glimmer Lens
Kemba's Banner
Norn's Choirmaster
Norn's Decree
Staff of the Storyteller
Geth's Summons
Phyresis Outbreak
Goldwardens' Gambit
Hexplate Wallbreaker
Roar of Resistance
Vulshok Factory
Contaminant Grafter
Glissa's Retriever
Wurmquake
Glistening Sphere
Skyhunter Strike Force
Mirage Mockery
Synthesis Pod
Monumental Corruption
Chiss-Goria Forge Tyrant
Tangleweave Armor
Lux Artillery
Urtet Remnant of Memnarch
Call the Coppercoats
Cut a Deal
Elspeth Tirel4
Flawless Maneuver
Goldnight Commander
Harmonious Archon
Increasing Devotion
Mace of the Valiant
Phyrexian Rebirth
Silverwing Squadron
Ichor Rats
Legion Warboss
Blight Mamba
Carrion Call
Viridian Corrupter
Assemble the Legion
Moldervine Reclamation
Grafted Exoskeleton
Ichorclaw Myr
Soul-Guide Lantern
Trailblazer's Boots
Castle Ardenvale
Castle Embereth
Kher Keep
Tainted Field
Tainted Wood
Against All Odds
Apostle of Invasion
Basilica Shepherd
Bladed Ambassador
Charge of the Mites
Compleat Devotion
Crawling Chorus
Duelist of Deep Faith
Flensing Raptor
Goldwarden's Helm
Hexgold Hoverwings
Incisor Glider
Indoctrination Attendant
Infested Fleshcutter
Jawbone Duelist
Leonin Lightbringer
Mandible Justiciar
Mirran Bardiche
Orthodoxy Enforcer
Ossification
Planar Disruption
Plated Onslaught
Porcelain Zealot
Resistance Reunited
Sinew Dancer
Swooping Lookout
Vanish into Eternity
Veil of Assimilation
Zealot's Conviction
Aspirant's Ascent
Atmosphere Surgeon
Bring the Ending
Chrome Prowler
Distorted Curiosity
Escaped Experiment
Experimental Augury
Eye of Malcator
Font of Progress
Gitaxian Anatomist
Gitaxian Raptor
Glistener Seer
Ichor Synthesizer
Malcator's Watcher
Meldweb Curator
Meldweb Strider
Mesmerizing Dose
Minor Misstep
Prologue to Phyresis
Quicksilver Fisher
Reject Imperfection
Serum Snare
Tamiyo's Immobilizer
Tamiyo's Logbook
Thrummingbird
Transplant Theorist
Trawler Drake
Unctus's Retrofitter
Vivisurgeon's Insight
Watchful Blisterzoa
Ambulatory Edifice
Annihilating Glare
Anoint with Affliction
Bilious Skulldweller
Blightbelly Rat
Bonepicker Skirge
Chittering Skitterling
Cruel Grimnarch
Cutthroat Centurion
Drown in Ichor
Feed the Infection
Fleshless Gladiator
Gulping Scraptrap
Infectious Inquiry
Necrogen Communion
Necrosquito
Nimraiser Paladin
Offer Immortality
Pestilent Syphoner
Ravenous Necrotitan
Scheming Aspirant
Sheoldred's Edict
Sheoldred's Headcleaver
Stinging Hivemaster
Testament Bearer
Vat Emergence
Vat of Rebirth
Vraska's Fall
Whisper of the Dross
Awaken the Sleeper
Axiom Engraver
Barbed Batterfist
Bladegraft Aspirant
Blazing Crescendo
Cacophony Scamp
Chimney Rabble
Churning Reservoir
Exuberant Fuseling
Forgehammer Centurion
Free from Flesh
Furnace Punisher
Furnace Strider
Gleeful Demolition
Hazardous Blast
Hexgold Halberd
Hexgold Slash
Kuldotha Cackler
Magmatic Sprinter
Molten Rebuke
Nahiri's Sacrifice
Oxidda Finisher
Rebel Salvo
Resistance Skywarden
Sawblade Scamp
Shrapnel Slinger
Thrill of Possibility
Urabrask's Anointer
Vulshok Splitter
Adaptive Sporesinger
Armored Scrapgorger
Branchblight Stalker
Cankerbloom
Carnivorous Canopy
Contagious Vorrac
Copper Longlegs
Evolving Adaptive
Expand the Sphere
Ichorspit Basilisk
Incubation Sac
Infectious Bite
Lattice-Blade Mantis
Maze's Mantle
Noxious Assault
Oil-Gorger Troll
Paladin of Predation
Plague Nurse
Predation Steward
Rustvine Cultivator
Ruthless Predation
Skyscythe Engulfer
Sylvok Battle-Chair
Thirsting Roots
Titanic Growth
Tyrranax Atrocity
Tyvar's Stand
Unnatural Restoration
Venomous Brutalizer
Viral Spawning
Bladehold War-Whip
Cephalopod Sentry
Charforger
Cinderslash Ravager
Necrogen Rotpriest
Serum-Core Chimera
Slaughter Singer
Tainted Observer
Vivisection Evangelist
Voidwing Hybrid
Atraxa's Skitterfang
Basilica Skullbomb
Dross Skullbomb
Dune Mover
Furnace Skullbomb
Ichorplate Golem
Maze Skullbomb
Myr Convert
Myr Custodian
Myr Kinsmith
Phyrexian Atlas
Prosthetic Injector
Ribskiff
Surgical Skullbomb
The Autonomous Furnace
The Dross Pits
The Fair Basilica
The Hunter Maze
The Surgical Bay
Mite Overseer
Serum Sovereign
Kinzu of the Bleak Coven
Rhuk Hexgold Nabber
Goliath Hatchery
Ancestor's Prophet
Aura Extraction
Aurification
Aven Brigadier
Aven Soulgazer
Battlefield Medic
Catapult Master
Catapult Squad
Chain of Silence
Circle of Solace
Convalescent Care
Crowd Favorites
Crown of Awe
Crude Rampart
Daru Cavalier
Daru Healer
Daru Lancer
Daunting Defender
Dawning Purist
Defensive Maneuvers
Disciple of Grace
Dive Bomber
Doubtless One
Foothill Guide
Glarecaster
Grassland Crusader
Gravel Slinger
Gustcloak Runner
Gustcloak Savior
Gustcloak Sentinel
Gustcloak Skirmisher
Harsh Mercy
Improvised Armor
Inspirit
Ironfist Crusher
Nova Cleric
Oblation
Pearlspear Courier
Piety Charm
Righteous Cause
Sandskin
Shared Triumph
Shieldmage Elder
Sigil of the New Dawn
Sunfire Balm
Unified Strike
Words of Worship
Airborne Aid
Annex
Aphetto Alchemist
Aphetto Grifter
Artificial Evolution
Ascending Aven
Aven Fateshaper
Backslide
Blatant Thievery
Callous Oppressor
Complicate
Crown of Ascension
Dispersing Orb
Disruptive Pitmage
Essence Fracture
Fleeting Aven
Ghosthelm Courier
Graxiplon
Imagecrafter
Information Dealer
Ixidor Reality Sculptor
Ixidor's Will
Mage's Guile
Meddle
Mistform Dreamer
Mistform Mask
Mistform Mutant
Mistform Shrieker
Mistform Skyreaver
Mistform Stalker
Mistform Wall
Nameless One
Peer Pressure
Psychic Trance
Quicksilver Dragon
Read the Runes
Riptide Biologist
Riptide Chronologist
Riptide Entrancer
Riptide Shapeshifter
Rummaging Wizard
Sage Aven
Screaming Seahawk
Sea's Claim
Slipstream Eel
Spy Network
Standardize
Supreme Inquisitor
Trade Secrets
Trickery Charm
Words of Wind
Accursed Centaur
Anurid Murkdiver
Aphetto Dredging
Aphetto Vulture
Blackmail
Boneknitter
Cabal Archon
Cabal Executioner
Cabal Slaver
Chain of Smog
Cover of Darkness
Crown of Suspicion
Death Match
Death Pulse
Dirge of Dread
Disciple of Malice
Ebonblade Reaper
Endemic Plague
Entrails Feaster
Fade from Memory
Fallen Cleric
False Cure
Feeding Frenzy
Frightshroud Courier
Gangrenous Goliath
Gluttonous Zombie
Grinning Demon
Haunted Cadaver
Headhunter
Misery Charm
Oversold Cemetery
Profane Prayers
Prowling Pangolin
Rotlung Reanimator
Screeching Buzzard
Shade's Breath
Spined Basher
Strongarm Tactics
Swat
Thrashing Mudspawn
Walking Desecration
Withering Hex
Words of Waste
Wretched Anurid
Aether Charge
Aggravated Assault
Airdrop Condor
Avarax
Battering Craghorn
Blistering Firecat
Break Open
Brightstone Ritual
Butcher Orgg
Chain of Plasma
Charging Slateback
Commando Raid
Crown of Fury
Custody Battle
Dwarven Blastminer
Embermage Goblin
Fever Charm
Flamestick Courier
Goblin Machinist
Goblin Pyromancer
Grand Melee
Gratuitous Violence
Kaboom!
Lavamancer's Skill
Lay Waste
Nosy Goblin
Pinpoint Avalanche
Reckless One
Risky Move
Searing Flesh
Shaleskin Bruiser
Skirk Commando
Skirk Fire Marshal
Skittish Valesk
Snapping Thragg
Spitfire Handler
Spurred Wolverine
Tephraderm
Thoughtbound Primoc
Thunder of Hooves
Wave of Indifference
Words of War
Animal Magnetism
Barkhide Mauler
Biorhythm
Birchlore Rangers
Bloodline Shaman
Broodhatch Nantuko
Centaur Glade
Chain of Acid
Crown of Vigor
Elvish Guidance
Elvish Pathcutter
Elvish Scrapper
Elvish Vanguard
Elvish Warrior
Enchantress's Presence
Everglove Courier
Heedless One
Hystrodon
Invigorating Boon
Kamahl Fist of Krosa
Kamahl's Summons
Krosan Colossus
Krosan Groundshaker
Leery Fogbeast
Mythic Proportions
Primal Boost
Run Wild
Serpentine Basilisk
Silklash Spider
Snarling Undorak
Spitting Gourna
Stag Beetle
Steely Resolve
Symbiotic Beast
Symbiotic Elf
Taunting Elf
Tempting Wurm
Towering Baloth
Treespring Lorian
Venomspout Brackus
Vitality Charm
Voice of the Woods
Wall of Mulch
Weird Harvest
Wellwisher
Wirewood Elf
Wirewood Herald
Wirewood Pride
Wirewood Savage
Words of Wilding
Cryptic Gateway
Doom Cannon
Dream Chisel
Riptide Replicator
Tribal Golem
Contested Cliffs
Daru Encampment
Goblin Burrows
Riptide Laboratory
Seaside Haven
Starlit Sanctum
Unholy Grotto
Wirewood Lodge
Chaotic Aether
Interplanar Tunnel
Morphic Tide
Mutual Epiphany
Planewide Disaster
Reality Shaping
Spatial Merging
Time Distortion
Akoum
Aretopolis
Astral Arena
Bloodhill Bastion
Edge of Malacol
Furnace Layer
Gavony
Glen Elendra
Grand Ossuary
Grove of the Dreampods
Hedron Fields of Agadeem
Jund
Kessig
Kharasha Foothills
Kilnspire District
Lair of the Ashen Idol
Mount Keralia
Nephalia
Norn's Dominion
Onakke Catacomb
Orochi Colony
Orzhova
Prahv
Quicksilver Sea
Selesnya Loft Gardens
Stensia
Takenuma
Talon Gates
Trail of the Mage-Rings
Truga Jungle
Windriddle Palaces
The Zephyr Maze
Akroan Jailer
Ampryn Tactician
Anointer of Champions
Archangel of Tithes
Aven Battle Priest
Blessed Spirits
Celestial Flare
Charging Griffin
Cleric of the Forward Order
Consul's Lieutenant
Enlightened Ascetic
Enshrouding Mist
Grasp of the Hieromancer
Hallowed Moonlight
Healing Hands
Heavy Infantry
Knight of the Pilgrim's Road
Kytheon's Tactics
Murder Investigation
Patron of the Valiant
Sentinel of the Eternal Watch
Starfield of Nyx
Suppression Bonds
Swift Reckoning
War Oracle
Yoked Ox
Anchor to the Aether
Artificer's Epiphany
Aspiring Aeronaut
Bone to Ash
Calculated Dismissal
Day's Undoing
Deep-Sea Terror
Displacement Wave
Dreadwaters
Faerie Miscreant
Hydrolash
Maritime Guard
Nivix Barrier
Psychic Rebuttal
Ringwarden Owl
Scrapskin Drake
Screeching Skaab
Send to Sleep
Separatist Voidmage
Sphinx's Tutelage
Stratus Walk
Tower Geist
Turn to Frog
Watercourser
Whirler Rogue
Blightcaster
Consecrated by Blood
Dark Dabbling
Deadbridge Shaman
Demonic Pact
Erebos's Titan
Eyeblight Assassin
Eyeblight Massacre
Fetid Imp
Gnarlroot Trapper
Infernal Scarring
Infinite Obliteration
Malakir Cullblade
Necromantic Summons
Nightsnare
Rabid Bloodsucker
Returned Centaur
Shadows of the Past
Shambling Ghoul
Tainted Remedy
Thornbow Archer
Tormented Thoughts
Touch of Moonglove
Undead Servant
Unholy Hunger
Weight of the Underworld
Acolyte of the Inferno
Akroan Sergeant
Avaricious Dragon
Boggart Brute
Call of the Full Moon
Enthralling Victor
Fiery Impulse
Firefiend Elemental
Flameshadow Conjuring
Ghirapur Aether Grid
Ghirapur Gearcrafter
Goblin Glory Chaser
Infectious Bloodlust
Lightning Javelin
Mage-Ring Bully
Magmatic Insight
Molten Vortex
Prickleboar
Ravaging Blaze
Seismic Elemental
Skyraker Giant
Subterranean Scout
Volcanic Rambler
Aerial Volley
Animist's Awakening
Caustic Caterpillar
Dwynen's Elite
Gather the Pack
The Great Aurora
Herald of the Pantheon
Hitchclaw Recluse
Joraga Invocation
Leaf Gilder
Llanowar Empath
Mantle of Webs
Orchard Spirit
Pharika's Disciple
Reclaim
Rhox Maulers
Skysnare Spider
Somberwald Alpha
Sylvan Messenger
Timberpack Wolf
Valeron Wardens
Vastwood Gorger
Vine Snare
Wild Instincts
Woodland Bellower
Yeva's Forcemage
Zendikar's Roil
Blood-Cursed Knight
Bounding Krasis
Citadel Castellan
Iroas's Champion
Possessed Skaab
Reclusive Artificer
Shaman of the Pack
Zendikar Incarnate
Alchemist's Vial
Alhammarret's Archive
Angel's Tomb
Bonded Construct
Brawler's Plate
Gold-Forged Sentinel
Guardian Automaton
Guardians of Meletis
Hangarback Walker
Gatstaf Shepherd // Gatstaf Howler
Grave Bramble
Grizzled Outcasts // Krallenhorde Wantons
Kessig Cagebreakers
Kindercatch
Make a Wish
Moldgraf Monstrosity
Prey Upon
Ranger's Guile
Somberwald Spider
Spidery Grasp
Tree of Redemption
Ulvenwald Mystics // Ulvenwald Primordials
Villagers of Estwald // Howlpack of Estwald
Woodland Sleuth
Wreath of Geists
Evil Twin
Olivia Voldaren
Cellar Door
Cobbled Wings
Creepy Doll
Geistcatcher's Rig
Ghoulcaller's Bell
Graveyard Shovel
Inquisitor's Flail
Manor Gargoyle
Mask of Avacyn
One-Eyed Scarecrow
Runechanter's Pike
Sharpened Pitchfork
Silver-Inlaid Dagger
Witchbane Orb
Wooden Stake
Defense of the Heart
Rules Lawyer
Mirri's Guile
Sliver Legion
Arena Rector
Spellseeker
Infernal Tutor
Eye of Ugin
Faceless Agent
Baffling Defenses
Benalish Partisan
Leonin Sanctifier
Lumbering Lightshield
Teyo Aegis Adept4
Wingsteed Trainer
Bounty of the Deep
Ethereal Grasp
Kiora the Tide's Fury4
Mentor of Evos Isle
Shoreline Scout
Tome of the Infinite
Boneyard Aberration
Davriel Soul Broker4
Davriel's Withering
Manor Guardian
Plaguecrafter's Familiar
Subversive Acolyte
Managorger Phoenix
Reckless Ringleader
Sarkhan Wanderer to Shiv4
Sarkhan's Scorn
Scion of Shiv
Static Discharge
Freyalise Skyshroud Partisan4
Longtusk Stalker
Pool of Vigorous Growth
Skyshroud Ambush
Skyshroud Lookout
Veteran Charger
Abiding Grace
Arcbound Mouser
Arcbound Prototype
Barbed Spike
Boros Elite
Disciple of the Sun
Enduring Sliver
Fairgrounds Patrol
First Sliver's Chosen
Glorious Enforcer
Hanweir Militia Captain // Westvale Cult Leader
Healer's Flock
Impostor of the Sixth Pride
Irregular Cohort
Lancer Sliver
Late to Dinner
Reprobation
Return to the Ranks
Roc Egg
Sandsteppe Outcast
Scour the Desert
Segovian Angel
Sentinel Sliver
Seraph of Dawn
Serra the Benevolent4
Skyblade's Boon
Soul of Migration
Steelform Sliver
Stirring Address
Thalia's Lieutenant
Thraben Standard Bearer
Thraben Watcher
Vesperlark
Wall of One Thousand Cuts
Winged Shepherd
Yoked Plowbeast
Zhalfirin Decoy
Aeromoeba
Bazaar Trademage
Breaching Hippocamp
Burdened Aerialist
Coralhelm Guide
Etherium Spinner
Eyekite
Filigree Attendant
Floodhound
Foul Watcher
Ghost-Lit Drifter
Hard Evidence
Just the Wind
Master of the Pearl Trident
Mist-Syndicate Naga
Moonblade Shinobi
Ojutai's Summons
Parcel Myr
Phantasmal Form
Phantom Ninja
Pondering Mage
Raving Visionary
Recalibrate
Scour All Possibilities
Scour the Laboratory
Scuttletide
So Shiny
Specimen Collector
Steelfin Whale
Stitchwing Skaab
Tightening Coils
Windcaller Aven
Archfiend of Sorrows
Asylum Visitor
Azra Smokeshaper
Bone Shards
Cabal Initiate
Clattering Augur
Death Wind
Discerning Taste
Echoing Return
Endling
First-Sphere Gargantua
